Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
133065,2017,1,7,0,7,3080,308,0,0
133066,2017,1,0,0,0,0,0,0,0
133128,2017,1,0,0,0,0,0,0,0
133324,2017,1,9,0,9,1683,168,0,0
133429,2017,1,9,0,9,954,95,0,0
133463,2017,1,0,0,0,0,0,0,0
133518,2017,1,5,3,8,1432,143,0,0
133608,2017,1,1,0,1,2268,226,0,0
133698,2017,1,0,0,0,0,0,0,0
133730,2017,1,0,0,0,0,0,0,0
133732,2017,1,13,2,15,2175,217,0,0
650657,2018,1,10,3,13,3588,358,300,24
133859,2017,1,0,0,0,0,0,0,0
133956,2017,1,8,0,8,3160,316,0,0
134000,2017,1,0,0,0,0,0,0,0
134012,2017,1,0,0,0,0,0,0,0
134085,2017,1,0,0,0,0,0,0,0
134148,2017,1,0,0,0,0,0,0,0
721406,2017,2,3,3,6,3006,300,290,24
287927,2018,2,3,3,6,3006,324,290,24
134241,2017,1,13,1,14,1694,169,0,0
134273,2017,1,2,2,4,492,49,0,0
134279,2017,1,0,0,0,0,0,0,0
134397,2017,1,0,0,0,0,0,0,0
134470,2017,1,4,0,4,2596,259,0,0
134717,2017,1,1,0,1,255,25,0,0
945996,2018,11,3,3,6,3222,322,309,25
134760,2017,1,11,0,11,3014,301,0,0
134827,2017,1,0,0,0,0,0,0,0
134847,2017,1,0,0,0,0,0,0,0
134857,2017,1,11,3,14,1890,189,0,0
135016,2017,1,0,0,0,0,0,0,0
135076,2017,1,3,3,6,1746,174,0,0
937946,2017,10,3,3,6,3402,340,325,26
135250,2017,1,0,0,0,0,0,0,0
135257,2017,1,0,0,0,0,0,0,0
135279,2017,1,0,0,0,0,0,0,0
135312,2017,1,6,0,6,2172,217,0,0
135381,2017,1,8,0,8,1952,195,0,0
135382,2017,1,3,3,6,2232,223,0,0
135392,2017,1,6,0,6,954,95,0,0
135421,2017,1,0,0,0,0,0,0,0
135421,2017,1,0,0,0,0,0,0,0
135554,2017,1,9,3,12,2856,285,0,0
135574,2017,1,0,0,0,0,0,0,0
420508,2017,12,4,4,8,4224,422,386,31
135635,2017,1,0,0,0,0,0,0,0
559576,2018,4,3,3,6,3354,361.8,321,26
135841,2017,1,2,1,3,2190,219,0,0
101709,2018,10,0,0,0,0,0,0,0
101709,2018,11,0,0,0,0,0,0,0
135977,2017,1,5,4,9,3060,306,0,0
136020,2017,1,9,4,13,2184,218,0,0
136022,2017,1,1,0,1,1438,143,0,0
136049,2017,1,0,0,0,0,0,0,0
136065,2017,1,0,0,0,0,0,0,0
136089,2017,1,4,1,5,2140,214,0,0
136106,2017,1,0,0,0,0,0,0,0
136121,2017,1,9,2,11,1661,166,0,0
136169,2017,1,0,0,0,0,0,0,0
136230,2017,1,0,0,0,0,0,0,0
136232,2017,1,1,0,1,620,62,0,0
136334,2017,1,9,0,9,3123,312,0,0
136345,2017,1,0,0,0,0,0,0,0
136430,2017,1,6,4,10,2800,280,0,0
136464,2017,1,0,0,0,0,0,0,0
101709,2018,12,0,0,0,0,0,0,0
136473,2017,1,0,0,0,0,0,0,0
136516,2017,1,7,0,7,3010,301,0,0
136547,2017,1,7,0,7,497,49,0,0
136608,2017,1,0,0,0,0,0,0,0
136637,2017,1,3,3,6,2502,250,0,0
136715,2017,1,0,0,0,0,0,0,0
101876,2017,1,0,0,0,0,0,0,0
101876,2017,2,0,0,0,0,0,0,0
136906,2017,1,0,0,0,0,0,0,0
137020,2017,1,0,0,0,0,0,0,0
137040,2017,1,11,3,14,2128,212,0,0
137106,2017,1,0,0,0,0,0,0,0
137161,2017,1,0,0,0,0,0,0,0
137185,2017,1,3,0,3,1911,191,0,0
137209,2017,1,0,0,0,0,0,0,0
137227,2017,1,0,0,0,0,0,0,0
137251,2017,1,0,0,0,0,0,0,0
137383,2017,1,0,0,0,0,0,0,0
101876,2017,3,0,0,0,0,0,0,0
137646,2017,1,7,4,11,1705,170,0,0
137744,2017,1,0,0,0,0,0,0,0
137751,2017,1,0,0,0,0,0,0,0
137845,2017,1,8,0,8,2240,224,0,0
137850,2017,1,0,0,0,0,0,0,0
137852,2017,1,0,0,0,0,0,0,0
101876,2017,4,0,0,0,0,0,0,0
137944,2017,1,1,1,2,922,92,0,0
137952,2017,1,11,0,11,3311,331,0,0
137968,2017,1,0,0,0,0,0,0,0
137973,2017,1,0,0,0,0,0,0,0
101876,2017,5,0,0,0,0,0,0,0
137999,2017,1,13,0,13,3315,331,0,0
101876,2017,6,0,0,0,0,0,0,0
101876,2017,7,0,0,0,0,0,0,0
138121,2017,1,8,5,13,2691,269,0,0
138204,2017,1,0,0,0,0,0,0,0
138369,2017,1,0,0,0,0,0,0,0
138421,2017,1,3,3,6,2268,226,0,0
138449,2017,1,0,0,0,0,0,0,0
138475,2017,1,13,6,19,2204,220,0,0
138565,2017,1,2,0,2,2656,265,0,0
138653,2017,1,0,0,0,0,0,0,0
138737,2017,1,9,0,9,2106,210,0,0
138746,2017,1,0,0,0,0,0,0,0
138759,2017,1,0,0,0,0,0,0,0
138768,2017,1,11,4,15,3510,351,0,0
138777,2017,1,0,0,0,0,0,0,0
138810,2017,1,0,0,0,0,0,0,0
138853,2017,1,0,0,0,0,0,0,0
101876,2017,8,0,0,0,0,0,0,0
138894,2017,1,1,0,1,2307,230,0,0
138896,2017,1,10,0,10,2690,269,0,0
138908,2017,1,9,0,9,1080,108,0,0
138981,2017,1,6,0,6,1626,162,0,0
138993,2017,1,2,1,3,2307,230,0,0
139022,2017,1,0,0,0,0,0,0,0
139023,2017,1,0,0,0,0,0,0,0
139087,2017,1,3,1,4,872,87,0,0
139135,2017,1,0,0,0,0,0,0,0
139270,2017,1,0,0,0,0,0,0,0
139356,2017,1,0,0,0,0,0,0,0
101876,2017,9,0,0,0,0,0,0,0
139511,2017,1,0,0,0,0,0,0,0
466795,2017,5,3,3,6,3840,384,363,30
139532,2017,1,0,0,0,0,0,0,0
139600,2017,1,0,0,0,0,0,0,0
139682,2017,1,0,0,0,0,0,0,0
139699,2017,1,0,0,0,0,0,0,0
139863,2017,1,7,3,10,1890,189,0,0
139932,2017,1,8,0,8,1728,172,0,0
139974,2017,1,0,0,0,0,0,0,0
140005,2017,1,9,0,9,1386,138,0,0
140042,2017,1,0,0,0,0,0,0,0
140077,2017,1,0,0,0,0,0,0,0
140079,2017,1,11,4,15,2295,229,0,0
101876,2017,10,0,0,0,0,0,0,0
140191,2017,1,0,0,0,0,0,0,0
140208,2017,1,11,3,14,1456,145,0,0
140223,2017,1,0,0,0,0,0,0,0
140290,2017,1,7,6,13,1079,107,0,0
140375,2017,1,0,0,0,0,0,0,0
140381,2017,1,0,0,0,0,0,0,0
140391,2017,1,0,0,0,0,0,0,0
140392,2017,1,0,0,0,0,0,0,0
140419,2017,1,0,0,0,0,0,0,0
140483,2017,1,0,0,0,0,0,0,0
140534,2017,1,0,0,0,0,0,0,0
140598,2017,1,9,6,15,2130,213,0,0
717250,2018,5,3,3,6,3840,384,363,30
140735,2017,1,0,0,0,0,0,0,0
140750,2017,1,1,0,1,871,87,0,0
193824,2018,9,3,3,6,3576,357,340,28
140769,2017,1,0,0,0,0,0,0,0
140823,2017,1,1,1,2,1060,106,0,0
140891,2017,1,10,5,15,2220,222,0,0
140977,2017,1,0,0,0,0,0,0,0
141023,2017,1,0,0,0,0,0,0,0
101876,2018,5,3,3,6,3288,328,670,54
141047,2017,1,8,0,8,1288,128,0,0
141139,2017,1,9,0,9,2187,218,0,0
141181,2017,1,1,0,1,1579,157,0,0
141233,2017,1,2,0,2,1736,173,0,0
141266,2017,1,0,0,0,0,0,0,0
141456,2017,1,0,0,0,0,0,0,0
141497,2017,1,0,0,0,0,0,0,0
580212,2018,7,5,5,10,5010,501,443,36
141655,2017,1,8,0,8,2432,243,0,0
141703,2017,1,0,0,0,0,0,0,0
141742,2017,1,0,0,0,0,0,0,0
141844,2017,1,0,0,0,0,0,0,0
141877,2017,1,11,1,12,3144,314,0,0
141945,2017,1,9,0,9,1431,143,0,0
142122,2017,1,0,0,0,0,0,0,0
142190,2017,1,2,2,4,2556,255,0,0
142224,2017,1,0,0,0,0,0,0,0
142290,2017,1,0,0,0,0,0,0,0
142354,2017,1,9,0,9,3150,315,0,0
142371,2017,1,6,0,6,1404,140,0,0
101876,2017,11,11,6,17,3502,350,0,0
142511,2017,1,0,0,0,0,0,0,0
142545,2017,1,1,0,1,517,51,0,0
142609,2017,1,0,0,0,0,0,0,0
142621,2017,1,6,0,6,2640,264,0,0
142649,2017,1,0,0,0,0,0,0,0
142686,2017,1,6,4,10,2670,267,0,0
142715,2017,1,1,0,1,1480,148,0,0
142717,2017,1,8,0,8,816,81,0,0
142726,2017,1,0,0,0,0,0,0,0
142749,2017,1,0,0,0,0,0,0,0
142763,2017,1,0,0,0,0,0,0,0
142800,2017,1,0,0,0,0,0,0,0
142812,2017,1,8,4,12,2232,223,0,0
142855,2017,1,0,0,0,0,0,0,0
142906,2017,1,0,0,0,0,0,0,0
142925,2017,1,0,0,0,0,0,0,0
142950,2017,1,1,0,1,748,74,0,0
143087,2017,1,3,0,3,2373,237,0,0
143151,2017,1,0,0,0,0,0,0,0
143266,2017,1,0,0,0,0,0,0,0
143389,2017,1,11,0,11,1749,174,0,0
143422,2017,1,11,6,17,1377,137,0,0
445145,2017,12,6,3,9,4266,426,386,31
846953,2017,2,4,2,6,2988,298,291,24
143981,2017,1,11,1,12,2832,283,0,0
144261,2017,1,0,0,0,0,0,0,0
144301,2017,1,0,0,0,0,0,0,0
144328,2017,1,0,0,0,0,0,0,0
144355,2017,1,0,0,0,0,0,0,0
144402,2017,1,0,0,0,0,0,0,0
144514,2017,1,11,0,11,1320,132,0,0
144523,2017,1,10,0,10,970,97,0,0
144565,2017,1,9,0,9,2763,276,0,0
105214,2018,11,5,2,7,3269,326,310,25
144615,2017,1,12,1,13,1950,195,0,0
144633,2017,1,1,0,1,1817,181,0,0
144641,2017,1,0,0,0,0,0,0,0
144695,2017,1,0,0,0,0,0,0,0
144702,2017,1,0,0,0,0,0,0,0
144756,2017,1,0,0,0,0,0,0,0
144830,2017,1,0,0,0,0,0,0,0
144879,2017,1,0,0,0,0,0,0,0
101876,2017,12,8,0,8,2984,298,0,0
144977,2017,1,6,4,10,2030,203,0,0
145017,2017,1,0,0,0,0,0,0,0
145177,2017,1,7,5,12,1848,184,0,0
145192,2017,1,0,0,0,0,0,0,0
145193,2017,1,0,0,0,0,0,0,0
145220,2017,1,0,0,0,0,0,0,0
145292,2017,1,0,0,0,0,0,0,0
145322,2017,1,11,4,15,2250,225,0,0
145323,2017,1,0,0,0,0,0,0,0
145449,2017,1,0,0,0,0,0,0,0
145480,2017,1,2,0,2,668,66,0,0
145542,2017,1,0,0,0,0,0,0,0
145552,2017,1,4,4,8,2880,288,0,0
145688,2017,1,0,0,0,0,0,0,0
145988,2017,1,9,0,9,1899,189,0,0
146028,2017,1,4,0,4,1580,158,0,0
146037,2017,1,0,0,0,0,0,0,0
146067,2017,1,2,1,3,408,40,0,0
146086,2017,1,8,0,8,1448,144,0,0
146090,2017,1,0,0,0,0,0,0,0
146099,2017,1,0,0,0,0,0,0,0
146215,2017,1,6,5,11,2398,239,0,0
146354,2017,1,0,0,0,0,0,0,0
146400,2017,1,0,0,0,0,0,0,0
146527,2017,1,0,0,0,0,0,0,0
146560,2017,1,0,0,0,0,0,0,0
146572,2017,1,0,0,0,0,0,0,0
146702,2017,1,0,0,0,0,0,0,0
146760,2017,1,9,0,9,2682,268,0,0
146839,2017,1,2,1,3,648,64,0,0
147064,2017,1,0,0,0,0,0,0,0
147241,2017,1,11,0,11,2695,269,0,0
147272,2017,1,9,4,13,2210,221,0,0
147408,2017,1,0,0,0,0,0,0,0
663573,2017,3,6,3,9,4005,400,363,30
147700,2017,1,1,1,2,660,66,0,0
147754,2017,1,8,6,14,2016,201,0,0
147891,2017,1,0,0,0,0,0,0,0
147898,2017,1,11,0,11,3113,311,0,0
348065,2017,5,6,3,9,4005,400,363,30
148111,2017,1,0,0,0,0,0,0,0
148201,2017,1,6,0,6,2838,283,0,0
148208,2017,1,10,4,14,2912,291,0,0
148216,2017,1,0,0,0,0,0,0,0
148234,2017,1,9,0,9,1872,187,0,0
101876,2018,1,3,3,6,2328,232,517,42
148289,2017,1,0,0,0,0,0,0,0
148299,2017,1,0,0,0,0,0,0,0
148322,2017,1,0,0,0,0,0,0,0
148368,2017,1,6,0,6,1020,102,0,0
148381,2017,1,8,0,8,2416,241,0,0
148382,2017,1,0,0,0,0,0,0,0
148453,2017,1,0,0,0,0,0,0,0
148486,2017,1,0,0,0,0,0,0,0
148487,2017,1,8,0,8,1336,133,0,0
624621,2017,10,5,2,7,3444,344,325,26
935504,2018,9,5,2,7,3619,361,340,28
148677,2017,1,0,0,0,0,0,0,0
148690,2017,1,12,0,12,2508,250,0,0
148749,2017,1,0,0,0,0,0,0,0
148753,2017,1,4,0,4,2984,298,0,0
148766,2017,1,0,0,0,0,0,0,0
148767,2017,1,3,1,4,2464,246,0,0
148810,2017,1,0,0,0,0,0,0,0
148865,2017,1,0,0,0,0,0,0,0
148942,2017,1,8,3,11,1936,193,0,0
148982,2017,1,0,0,0,0,0,0,0
149174,2017,1,0,0,0,0,0,0,0
149225,2017,1,0,0,0,0,0,0,0
149318,2017,1,6,3,9,1530,153,0,0
149348,2017,1,3,0,3,702,70,0,0
149426,2017,1,0,0,0,0,0,0,0
101876,2018,2,0,0,0,0,0,0,0
149462,2017,1,6,0,6,2076,207,0,0
149542,2017,1,0,0,0,0,0,0,0
149549,2017,1,0,0,0,0,0,0,0
149655,2017,1,0,0,0,0,0,0,0
149782,2017,1,11,0,11,2981,298,0,0
101876,2018,3,0,0,0,0,0,0,0
149846,2017,1,0,0,0,0,0,0,0
149884,2017,1,0,0,0,0,0,0,0
149912,2017,1,0,0,0,0,0,0,0
149981,2017,1,0,0,0,0,0,0,0
475233,2017,7,8,4,12,5100,510,444,36
150004,2017,1,9,0,9,1764,176,0,0
150074,2017,1,0,0,0,0,0,0,0
150134,2017,1,0,0,0,0,0,0,0
150141,2017,1,0,0,0,0,0,0,0
101876,2018,4,0,0,0,0,0,0,0
298869,2018,7,8,4,12,5100,510,444,36
150291,2017,1,0,0,0,0,0,0,0
150301,2017,1,0,0,0,0,0,0,0
150383,2017,1,0,0,0,0,0,0,0
150596,2017,1,0,0,0,0,0,0,0
150656,2017,1,0,0,0,0,0,0,0
150671,2017,1,0,0,0,0,0,0,0
150751,2017,1,0,0,0,0,0,0,0
150754,2017,1,0,0,0,0,0,0,0
150767,2017,1,2,1,3,1443,144,0,0
150883,2017,1,0,0,0,0,0,0,0
150909,2017,1,3,0,3,2622,262,0,0
151010,2017,1,0,0,0,0,0,0,0
151030,2017,1,4,0,4,2312,231,0,0
151036,2017,1,0,0,0,0,0,0,0
151183,2017,1,0,0,0,0,0,0,0
151327,2017,1,0,0,0,0,0,0,0
151399,2017,1,8,2,10,2400,240,0,0
151554,2017,1,0,0,0,0,0,0,0
151571,2017,1,0,0,0,0,0,0,0
151627,2017,1,0,0,0,0,0,0,0
101876,2018,6,17,0,17,1870,187,0,0
151967,2017,1,0,0,0,0,0,0,0
101876,2018,7,0,0,0,0,0,0,0
152014,2017,1,0,0,0,0,0,0,0
152016,2017,1,0,0,0,0,0,0,0
152139,2017,1,0,0,0,0,0,0,0
152148,2017,1,6,4,10,2840,284,0,0
152276,2017,1,3,0,3,2343,234,0,0
152305,2017,1,11,0,11,990,99,0,0
152307,2017,1,7,4,11,1980,198,0,0
152338,2017,1,12,0,12,1464,146,0,0
152355,2017,1,2,0,2,320,32,0,0
822749,2018,4,4,1,5,3250,406.25,321,26
152423,2017,1,3,3,6,1650,165,0,0
101876,2018,8,0,0,0,0,0,0,0
152681,2017,1,0,0,0,0,0,0,0
152685,2017,1,0,0,0,0,0,0,0
152740,2017,1,0,0,0,0,0,0,0
152778,2017,1,0,0,0,0,0,0,0
152936,2017,1,0,0,0,0,0,0,0
153003,2017,1,0,0,0,0,0,0,0
153072,2017,1,0,0,0,0,0,0,0
153075,2017,1,0,0,0,0,0,0,0
153146,2017,1,0,0,0,0,0,0,0
153193,2017,1,13,3,16,2704,270,0,0
153261,2017,1,0,0,0,0,0,0,0
153395,2017,1,7,0,7,539,53,0,0
153439,2017,1,0,0,0,0,0,0,0
153462,2017,1,0,0,0,0,0,0,0
153582,2017,1,0,0,0,0,0,0,0
153586,2017,1,6,0,6,2208,220,0,0
153600,2017,1,0,0,0,0,0,0,0
153626,2017,1,1,0,1,2564,256,0,0
101876,2018,9,0,0,0,0,0,0,0
101876,2018,10,0,0,0,0,0,0,0
101876,2018,11,0,0,0,0,0,0,0
153884,2017,1,4,0,4,1316,131,0,0
153953,2017,1,0,0,0,0,0,0,0
153968,2017,1,0,0,0,0,0,0,0
153987,2017,1,0,0,0,0,0,0,0
153998,2017,1,4,0,4,2864,286,0,0
101876,2018,12,0,0,0,0,0,0,0
154172,2017,1,0,0,0,0,0,0,0
154173,2017,1,0,0,0,0,0,0,0
154175,2017,1,4,0,4,1596,159,0,0
154194,2017,1,0,0,0,0,0,0,0
215952,2017,10,4,3,7,3416,341,328,27
154480,2017,1,0,0,0,0,0,0,0
154606,2017,1,0,0,0,0,0,0,0
154643,2017,1,9,3,12,3456,345,0,0
154644,2017,1,11,2,13,962,96,0,0
154652,2017,1,10,0,10,1850,185,0,0
154680,2017,1,8,0,8,2416,241,0,0
105251,2017,1,9,0,9,3051,305,0,0
154736,2017,1,0,0,0,0,0,0,0
154782,2017,1,0,0,0,0,0,0,0
154855,2017,1,0,0,0,0,0,0,0
154864,2017,1,0,0,0,0,0,0,0
154868,2017,1,0,0,0,0,0,0,0
105251,2017,2,5,5,10,1240,124,0,0
154958,2017,1,0,0,0,0,0,0,0
154981,2017,1,5,0,5,400,40,0,0
105251,2017,3,0,0,0,0,0,0,0
155118,2017,1,9,6,15,1470,147,0,0
105251,2017,4,2,2,4,2604,260,0,0
155348,2017,1,0,0,0,0,0,0,0
155354,2017,1,0,0,0,0,0,0,0
155374,2017,1,6,0,6,1872,187,0,0
155488,2017,1,11,6,17,1411,141,0,0
155623,2017,1,0,0,0,0,0,0,0
155654,2017,1,9,0,9,711,71,0,0
155763,2017,1,3,0,3,2466,246,0,0
155791,2017,1,4,0,4,772,77,0,0
155795,2017,1,3,3,6,1836,183,0,0
155820,2017,1,0,0,0,0,0,0,0
155964,2017,1,1,1,2,362,36,0,0
155965,2017,1,0,0,0,0,0,0,0
156031,2017,1,0,0,0,0,0,0,0
156031,2017,1,0,0,0,0,0,0,0
156071,2017,1,0,0,0,0,0,0,0
156138,2017,1,8,0,8,1880,188,0,0
156305,2017,1,1,1,2,2594,259,0,0
156313,2017,1,12,0,12,3264,326,0,0
156355,2017,1,0,0,0,0,0,0,0
156457,2017,1,0,0,0,0,0,0,0
156666,2017,1,0,0,0,0,0,0,0
156673,2017,1,9,2,11,1969,196,0,0
156684,2017,1,0,0,0,0,0,0,0
156730,2017,1,0,0,0,0,0,0,0
156750,2017,1,0,0,0,0,0,0,0
156868,2017,1,8,4,12,1560,156,0,0
156870,2017,1,0,0,0,0,0,0,0
156879,2017,1,0,0,0,0,0,0,0
156945,2017,1,0,0,0,0,0,0,0
156948,2017,1,0,0,0,0,0,0,0
156959,2017,1,0,0,0,0,0,0,0
156980,2017,1,0,0,0,0,0,0,0
157005,2017,1,8,4,12,1896,189,0,0
157092,2017,1,10,0,10,1760,176,0,0
157200,2017,1,9,0,9,2322,232,0,0
157212,2017,1,2,0,2,810,81,0,0
105251,2017,5,1,1,2,2210,221,0,0
157566,2017,1,0,0,0,0,0,0,0
157672,2017,1,0,0,0,0,0,0,0
157674,2017,1,11,0,11,2618,261,0,0
157704,2017,1,0,0,0,0,0,0,0
157712,2017,1,13,0,13,1807,180,0,0
157729,2017,1,0,0,0,0,0,0,0
157731,2017,1,0,0,0,0,0,0,0
157751,2017,1,1,0,1,286,28,0,0
157766,2017,1,8,6,14,3010,301,0,0
103502,2017,9,4,3,7,3591,359,344,28
157816,2017,1,0,0,0,0,0,0,0
157879,2017,1,3,1,4,1664,166,0,0
157902,2017,1,0,0,0,0,0,0,0
157911,2017,1,6,5,11,2167,216,0,0
157971,2017,1,0,0,0,0,0,0,0
158113,2017,1,11,0,11,2981,298,0,0
158314,2017,1,0,0,0,0,0,0,0
158400,2017,1,0,0,0,0,0,0,0
158401,2017,1,0,0,0,0,0,0,0
158508,2017,1,9,6,15,1410,141,0,0
158560,2017,1,0,0,0,0,0,0,0
105251,2017,6,18,0,18,1602,160,0,0
158901,2017,1,0,0,0,0,0,0,0
158969,2017,1,0,0,0,0,0,0,0
158995,2017,1,0,0,0,0,0,0,0
159227,2017,1,0,0,0,0,0,0,0
159233,2017,1,0,0,0,0,0,0,0
159272,2017,1,3,1,4,296,29,0,0
159275,2017,1,2,0,2,456,45,0,0
159344,2017,1,4,0,4,2580,258,0,0
159351,2017,1,10,6,16,1952,195,0,0
159359,2017,1,0,0,0,0,0,0,0
159397,2017,1,4,3,7,2555,255,0,0
105251,2017,7,0,0,0,0,0,0,0
159500,2017,1,11,0,11,1133,113,0,0
159525,2017,1,4,2,6,642,64,0,0
159531,2017,1,11,1,12,3552,355,0,0
159533,2017,1,0,0,0,0,0,0,0
159608,2017,1,3,0,3,2487,248,0,0
159680,2017,1,2,0,2,850,85,0,0
159688,2017,1,0,0,0,0,0,0,0
159745,2017,1,0,0,0,0,0,0,0
159751,2017,1,0,0,0,0,0,0,0
159800,2017,1,9,1,10,2770,277,0,0
159856,2017,1,4,0,4,1400,140,0,0
159942,2017,1,9,0,9,3177,317,0,0
494887,2018,9,4,3,7,3591,359,344,28
160135,2017,1,8,0,8,2528,252,0,0
160143,2017,1,7,0,7,1904,190,0,0
160154,2017,1,5,5,10,1260,126,0,0
160181,2017,1,0,0,0,0,0,0,0
160203,2017,1,1,1,2,1774,177,0,0
160250,2017,1,9,4,13,2886,288,0,0
160266,2017,1,0,0,0,0,0,0,0
758165,2017,3,4,3,7,3850,385,367,30
160471,2017,1,0,0,0,0,0,0,0
160640,2017,1,8,0,8,1376,137,0,0
160686,2017,1,6,0,6,2976,297,0,0
160707,2017,1,1,0,1,1080,108,0,0
160740,2017,1,2,0,2,272,27,0,0
160773,2017,1,2,2,4,1352,135,0,0
105251,2017,8,0,0,0,0,0,0,0
160905,2017,1,7,0,7,2009,200,0,0
160927,2017,1,0,0,0,0,0,0,0
160993,2017,1,0,0,0,0,0,0,0
105251,2017,9,0,0,0,0,0,0,0
161103,2017,1,0,0,0,0,0,0,0
161180,2017,1,11,5,16,1584,158,0,0
161241,2017,1,4,4,8,1864,186,0,0
161276,2017,1,11,6,17,3689,368,0,0
161338,2017,1,0,0,0,0,0,0,0
105251,2017,10,0,0,0,0,0,0,0
161414,2017,1,0,0,0,0,0,0,0
161415,2017,1,0,0,0,0,0,0,0
161437,2017,1,4,3,7,2562,256,0,0
161525,2017,1,0,0,0,0,0,0,0
161546,2017,1,0,0,0,0,0,0,0
161557,2017,1,0,0,0,0,0,0,0
161574,2017,1,0,0,0,0,0,0,0
105251,2017,11,0,0,0,0,0,0,0
161728,2017,1,0,0,0,0,0,0,0
161766,2017,1,11,0,11,1045,104,0,0
161769,2017,1,7,1,8,1672,167,0,0
161774,2017,1,0,0,0,0,0,0,0
161780,2017,1,0,0,0,0,0,0,0
105251,2017,12,0,0,0,0,0,0,0
162013,2017,1,3,1,4,2108,210,0,0
162155,2017,1,0,0,0,0,0,0,0
162166,2017,1,0,0,0,0,0,0,0
162167,2017,1,1,0,1,2243,224,0,0
162180,2017,1,0,0,0,0,0,0,0
266234,2018,11,3,3,6,3186,318,313,26
162456,2017,1,0,0,0,0,0,0,0
162472,2017,1,0,0,0,0,0,0,0
105251,2018,1,0,0,0,0,0,0,0
162489,2017,1,0,0,0,0,0,0,0
162496,2017,1,0,0,0,0,0,0,0
162568,2017,1,0,0,0,0,0,0,0
162658,2017,1,11,6,17,1989,198,0,0
163002,2017,1,11,0,11,2013,201,0,0
163058,2017,1,8,6,14,2730,273,0,0
594636,2018,10,11,2,13,3835,383,333,27
163137,2017,1,0,0,0,0,0,0,0
163260,2017,1,5,3,8,1480,148,0,0
163301,2017,1,0,0,0,0,0,0,0
163388,2017,1,3,0,3,2436,243,0,0
163405,2017,1,0,0,0,0,0,0,0
163445,2017,1,0,0,0,0,0,0,0
163481,2017,1,0,0,0,0,0,0,0
163598,2017,1,8,3,11,2585,258,0,0
163608,2017,1,6,6,12,1260,126,0,0
163615,2017,1,0,0,0,0,0,0,0
163639,2017,1,0,0,0,0,0,0,0
163645,2017,1,0,0,0,0,0,0,0
163723,2017,1,0,0,0,0,0,0,0
163757,2017,1,3,1,4,2584,258,0,0
163776,2017,1,4,0,4,492,49,0,0
817932,2017,2,3,3,6,2970,297,293,24
164013,2017,1,0,0,0,0,0,0,0
164017,2017,1,0,0,0,0,0,0,0
164034,2017,1,0,0,0,0,0,0,0
164064,2017,1,0,0,0,0,0,0,0
105251,2018,2,0,0,0,0,0,0,0
164192,2017,1,0,0,0,0,0,0,0
164211,2017,1,0,0,0,0,0,0,0
164224,2017,1,0,0,0,0,0,0,0
164226,2017,1,12,0,12,2688,268,0,0
105251,2018,3,0,0,0,0,0,0,0
164313,2017,1,6,3,9,2988,298,0,0
164363,2017,1,3,3,6,2190,219,0,0
839295,2017,7,6,5,11,5005,500,449,36
164388,2017,1,0,0,0,0,0,0,0
164429,2017,1,6,6,12,2568,256,0,0
164500,2017,1,0,0,0,0,0,0,0
164512,2017,1,0,0,0,0,0,0,0
164559,2017,1,0,0,0,0,0,0,0
164657,2017,1,0,0,0,0,0,0,0
164743,2017,1,1,0,1,813,81,0,0
164794,2017,1,0,0,0,0,0,0,0
164947,2017,1,8,2,10,1740,174,0,0
164973,2017,1,0,0,0,0,0,0,0
164983,2017,1,0,0,0,0,0,0,0
165019,2017,1,6,0,6,444,44,0,0
165022,2017,1,0,0,0,0,0,0,0
165056,2017,1,13,0,13,3198,319,0,0
165138,2017,1,0,0,0,0,0,0,0
165188,2017,1,4,0,4,2032,203,0,0
105251,2018,4,0,0,0,0,0,0,0
165260,2017,1,4,0,4,1456,145,0,0
165265,2017,1,0,0,0,0,0,0,0
165339,2017,1,0,0,0,0,0,0,0
165443,2017,1,0,0,0,0,0,0,0
165484,2017,1,13,0,13,1781,178,0,0
165550,2017,1,7,0,7,1715,171,0,0
165554,2017,1,0,0,0,0,0,0,0
109896,2018,2,3,3,6,2970,320.76,293,24
165742,2017,1,8,6,14,1876,187,0,0
165759,2017,1,13,0,13,1677,167,0,0
165827,2017,1,0,0,0,0,0,0,0
165893,2017,1,3,0,3,2478,247,0,0
165900,2017,1,7,0,7,1071,107,0,0
166011,2017,1,0,0,0,0,0,0,0
166037,2017,1,0,0,0,0,0,0,0
166110,2017,1,0,0,0,0,0,0,0
166175,2017,1,0,0,0,0,0,0,0
836405,2018,7,6,5,11,5005,500,449,36
166273,2017,1,0,0,0,0,0,0,0
166333,2017,1,9,1,10,2990,299,0,0
166475,2017,1,3,3,6,2910,291,0,0
166535,2017,1,3,0,3,1143,114,0,0
166537,2017,1,0,0,0,0,0,0,0
166577,2017,1,3,1,4,1948,194,0,0
105251,2018,5,0,0,0,0,0,0,0
166693,2017,1,2,0,2,2498,249,0,0
166705,2017,1,3,0,3,2613,261,0,0
166712,2017,1,9,5,14,2072,207,0,0
166825,2017,1,0,0,0,0,0,0,0
166829,2017,1,0,0,0,0,0,0,0
166846,2017,1,5,4,9,1269,126,0,0
166865,2017,1,7,0,7,1827,182,0,0
277594,2017,2,9,2,11,3311,331,297,24
